"sold","brand","battery_health_report","blind_spot_monitoring","rain_sensing_wipers","heated_seats","ventilated_seats","sunroof","wireless_phone_charging","apple_carplay_or_android_auto","navigation_system","voice_control","regenerative_braking_system","fast_charging_capabilities","range_estimator","black_and_white_premium_interior","glass_roof","subzero_weather_package","keyless_entry","ash_wood_decor","customer_age","customer_income","dealership_size","dealership_location","dealership_years_experience","customer_sex","trade_in","customer_satisfaction","price","seller_sex","seller_experience","trade_in_model","trade_in_mileage","trade_in_exterior_condition","trade_in_tire_condition","trade_in_engine_size","trade_in_value","longitude","latitude","state","customer_id","car_models","trade_in_fuel_type","trade_in_transmission_type"
1,"Tesla",1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,21,49553,3,"Suburban",5,"Female",1,3.65996567092287,70396.1090786615,"Female",5,"Audi A4",25000,1,1,5.2,17907.5043337072,-118.510717671528,34.6909807681759,"California",3478,"Audi A4","gasoline","automatic"
0,"Toyota",0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,25,32623,1,"Urban",46,"Female",1,3.74771473727462,40006.2647904269,"Female",11.4200061985162,"Mercedes-Benz Metris",15000,1,2,1,14350.721806815,-119.02454750063,37.4577751027234,"California",3479,"Mercedes-Benz Metris","gasoline","automatic"
0,"Ford",0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,42,94983,3,"Rural",39,"Female",0,4.04935669207893,31689.1555092297,"Female",-0.57999380148378,"Toyota Tundra",125000,5,2,2.9,26277.6640252721,-117.576490557238,35.0507811993049,"California",3480,"Toyota Tundra","gasoline","automatic"
0,"Toyota",0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,19,46331,3,"Rural",9,"Male",1,3.98621838610795,39923.6721149646,"Female",0.420006198516223,"GMC Canyon",1e+05,1,5,2.7,11334.6767546749,-119.833905644895,36.5280074012382,"California",3481,"GMC Canyon","gasoline","automatic"
0,"Toyota",0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,32,146871,1,"Urban",47,"Female",1,3.0410856097334,35776.5826582909,"Male",18.4200061985162,"Kia Sportage",65000,1,2,3.2,22195.1076056195,-121.118535843639,40.209764180676,"California",3482,"Kia Sportage","gasoline","automatic"
1,"Ford",1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,47,134677,2,"Urban",30,"Female",0,3.69408818203855,62397.8366352152,"Male",12,"Infiniti Q50",50000,1,4,4.3,24707.2649231497,-119.864666088049,35.370837015093,"California",3483,"Infiniti Q50","gasoline","automatic"
0,"Tesla",1,0,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,57,51222,4,"Suburban",27,"Male",0,4.72964908559765,89930.4220546037,"Male",26.4200061985162,"Lexus NX",80000,5,1,5.5,29496.4739878212,-121.042242192094,39.6910678247307,"California",3484,"Lexus NX","gasoline","automatic"
1,"Toyota",0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,20,90383,4,"Urban",9,"Male",1,3.63817122662872,27676.1923065642,"Female",6,"Cadillac XT4",70000,4,3,4.1,30000,-121.609746202739,39.9689357041108,"California",3485,"Cadillac XT4","gasoline","automatic"
1,"Toyota",0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,57,144517,5,"Urban",25,"Female",0,3.5604412904467,52111.6902504116,"Male",24,"Acura ILX",45000,5,5,4.2,25658.0816066206,-123.936344816715,40.507331497025,"California",3486,"Acura ILX","gasoline","automatic"
0,"Toyota",0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,30,115762,4,"Suburban",19,"Female",0,3.24713737039165,30037.5487166457,"Male",10.4200061985162,"Chevrolet Malibu",40000,5,3,2,30000,-117.196813058003,32.900699205405,"California",3487,"Chevrolet Malibu","gasoline","CVT"
0,"Ford",0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,59,114960,5,"Suburban",9,"Female",1,3.66064169916961,51627.7650801931,"Female",11.4200061985162,"Honda Odyssey",1e+05,4,5,1.1,20586.9917817979,-120.558819833016,40.6897182223602,"California",3488,"Honda Odyssey","gasoline","automatic"
0,"Toyota",1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,56,238830.469687143,2,"Suburban",1,"Female",1,4.00993302521759,39899.7046425939,"Male",-0.57999380148378,"Audi Q3",110000,2,5,5.3,21315.0919035565,-116.233835415544,33.3523237688288,"California",3489,"Audi Q3","gasoline","automatic"
0,"Toyota",0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,32,106439,1,"Rural",1,"Male",1,4.04521333458861,35161.9511796162,"Male",24.4200061985162,"Mazda 3",125000,2,4,1.9,9365.49601869707,-121.63039586708,37.071445550044,"California",3490,"Mazda 3","gasoline","manual"
1,"Ford",0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,31,32173,4,"Suburban",46,"Male",0,4.47094112652551,40510.6309045572,"Male",4,"Chevrolet Silverado",5000,5,2,5.2,30000,-120.048518173544,37.0949446569742,"California",3491,"Chevrolet Silverado","gasoline","automatic"
0,"Tesla",1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,32,99417,1,"Rural",21,"Male",1,4.58593201328713,78254.7816378064,"Female",25.4200061985162,"Kia Rio",70000,4,5,4.5,25889.2668080151,-115.385840907155,35.3603128250596,"California",3492,"Kia Rio","electric","automatic"
1,"Ford",0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,58,116822,4,"Rural",8,"Male",1,4.43690075480482,58279.2124626576,"Male",10,"Toyota Corolla",0,3,3,5.7,30000,-118.195114691935,37.0156221549294,"California",3493,"Toyota Corolla","gasoline","CVT"
1,"Toyota",0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,44,81112,4,"Urban",5,"Male",1,4.21628893879157,23909.9587923149,"Female",19,"Cadillac ATS",40000,5,1,3.8,30000,-121.459849986283,38.4585256582498,"California",3494,"Cadillac ATS","gasoline","automatic"
0,"Tesla",1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,47,95430,4,"Urban",27,"Male",1,4.78991015333007,82100.0456321053,"Male",2.42000619851622,"Mercedes-Benz Metris",50000,1,5,4.9,16673.6543859001,-118.46579441019,36.7895057874851,"California",3495,"Mercedes-Benz Metris","gasoline","automatic"
0,"Tesla",1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,27,110802,3,"Rural",35,"Female",0,4.49679334745977,50522.1959296614,"Female",14.4200061985162,"Nissan Frontier",105000,2,3,5.5,18186.516534198,-122.239104836348,40.7127807956994,"California",3496,"Nissan Frontier","gasoline","automatic"
0,"Toyota",0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,51,75046,2,"Rural",4,"Male",0,3.53774017439804,22578.1618454494,"Female",-0.57999380148378,"Kia Optima",120000,2,1,4.9,11807.9884439528,-119.039058961207,34.3684908824949,"California",3497,"Kia Optima","gasoline","automatic"
1,"Ford",0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,21,141568,1,"Urban",7,"Male",1,3.51258942219359,32628.8622624939,"Female",6,"Alfa Romeo Stelvio",125000,5,4,2.8,22863.6250486757,-123.206707708195,40.0769009374421,"California",3498,"Alfa Romeo Stelvio","gasoline","automatic"
1,"Ford",0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,20,120322,5,"Suburban",45,"Male",1,3.4012875658482,36461.3812159747,"Male",24,"Nissan Rogue",55000,1,5,3.5,23966.0672584143,-120.073880927969,35.2355911959773,"California",3499,"Nissan Rogue","gasoline","CVT"
1,"Ford",0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,60,125887,3,"Urban",15,"Female",1,3.51710303819951,34429.7323036648,"Male",1,"Ford Focus",40000,1,3,3.7,22245.0042135296,-121.864225533287,37.9001511051434,"California",3500,"Ford Focus","gasoline","manual"
0,"Tesla",1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,42,142493,2,"Rural",47,"Male",0,4.34673719968157,78693.4249778278,"Female",0.420006198516223,"Mercedes-Benz Metris",85000,1,2,2.7,13877.2863595834,-122.994367095676,39.6675509262312,"California",3501,"Mercedes-Benz Metris","gasoline","automatic"
1,"Toyota",0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,48,60692,3,"Rural",44,"Female",0,4.13728649611802,33161.468383763,"Female",11,"Porsche Macan",60000,3,3,5.2,27809.4510824713,-123.399133223573,40.3887541554949,"California",3502,"Porsche Macan","gasoline","automatic"
1,"Tesla",1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,30,133306,3,"Urban",39,"Male",1,5.24717120137859,67751.55878308,"Female",23,"Cadillac XT4",135000,5,3,4.1,25801.3963239638,-115.867920863123,33.6910544479338,"California",3503,"Cadillac XT4","gasoline","automatic"
0,"Ford",0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,28,88854,1,"Urban",48,"Female",0,3.96235062213322,46366.5178068914,"Male",20.4200061985162,"Ram ProMaster City",25000,2,3,2.2,21251.5989561652,-121.059403861198,35.4521840211322,"California",3504,"Ram ProMaster City","gasoline","automatic"
1,"Ford",0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,48,75150,1,"Suburban",3,"Male",0,4.12520349202216,32768.1732481986,"Male",19,"Audi A4",35000,4,4,5.1,22480.1499045328,-120.884402469145,40.3584631942455,"California",3505,"Audi A4","gasoline","automatic"
0,"Tesla",1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,64,54534,5,"Suburban",23,"Male",1,4.25136014678268,43568.1464476511,"Female",12.4200061985162,"Ford F-150",130000,2,2,3.6,16697.0957324551,-123.4229088509,38.8776362391593,"California",3506,"Ford F-150","gasoline","automatic"
1,"Ford",0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,21,92421,2,"Rural",18,"Male",1,4.13242077688529,39682.5824060768,"Male",3,"Subaru Impreza",65000,1,5,2.4,6743.69878615663,-118.221743756713,34.9824333318609,"California",3507,"Subaru Impreza","gasoline","manual"
1,"Ford",0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,45,119491,4,"Rural",10,"Female",0,3.82524807123761,57167.9032856133,"Female",26,"Volkswagen e-Golf",10000,4,4,5.6,12708.8335448567,-120.81854941926,41.8688055592994,"California",3508,"Volkswagen e-Golf","electric","automatic"
0,"Ford",0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,64,133622,5,"Urban",17,"Female",0,3.74192385212495,30270.956477616,"Female",3.42000619851622,"BMW i3",50000,1,5,2.1,28125.3957971439,-122.769828450642,39.8319875077376,"California",3509,"BMW i3","electric","automatic"
0,"Tesla",1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,28,39856,3,"Urban",20,"Female",1,5.52775851404155,59777.3785796016,"Male",1.42000619851622,"Land Rover Range Rover Evoque",95000,5,1,4.6,30000,-118.274506745917,34.0226224906763,"California",3510,"Land Rover Range Rover Evoque","gasoline","automatic"
0,"Tesla",1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,65,35384,1,"Urban",2,"Female",0,4.17411238652638,87639.248915948,"Female",22.4200061985162,"Ram 1500",25000,1,5,5.9,21988.5360649587,-120.156790675391,36.0725810200619,"California",3511,"Ram 1500","gasoline","automatic"
1,"Tesla",1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,53,122072,5,"Urban",34,"Female",1,5.11822137351269,52112.6469846116,"Female",17,"Volkswagen Jetta",0,2,1,2.8,30000,-120.119773071785,41.5159951002224,"California",3512,"Volkswagen Jetta","gasoline","manual"
0,"Tesla",1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,22,122716,2,"Suburban",12,"Male",1,4.91240616418337,60922.4596852437,"Female",13.4200061985162,"Nissan Quest",10000,5,5,1.7,27921.5203675529,-121.062370411134,41.7263505985133,"California",3513,"Nissan Quest","gasoline","CVT"
0,"Ford",0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,48,137387,2,"Suburban",27,"Male",1,3.85808960489732,35878.1666273717,"Female",10.4200061985162,"Volkswagen e-Golf",5000,1,5,3,27790.8773983993,-119.968148426191,37.4447190642173,"California",3514,"Volkswagen e-Golf","electric","automatic"
0,"Toyota",0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,41,88932,5,"Rural",29,"Female",1,3.39071900613019,42478.1212978996,"Male",24.4200061985162,"Toyota Corolla",110000,2,5,4.8,14720.9921112026,-119.143467679393,37.6679347789678,"California",3515,"Toyota Corolla","gasoline","CVT"
0,"Ford",0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,54,132899,4,"Urban",45,"Female",0,4.17643299646737,50128.6614534911,"Female",19.4200061985162,"Honda Odyssey",135000,3,4,2.3,19139.2688659713,-118.552114356234,35.5727381561135,"California",3516,"Honda Odyssey","gasoline","automatic"
0,"Tesla",1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,50,80511,2,"Urban",16,"Female",1,3.87751137689895,75975.6935969926,"Male",2.42000619851622,"Chevrolet Malibu",115000,3,4,2.8,21716.1889295169,-121.601524885622,36.1755452021969,"California",3517,"Chevrolet Malibu","gasoline","CVT"
0,"Toyota",0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,25,109408,1,"Rural",6,"Female",0,4.12185505898674,28168.9521344379,"Female",2.42000619851622,"Mazda5",120000,1,2,1.3,23501.5539546864,-124.279568221462,40.5409800960343,"California",3518,"Mazda5","gasoline","manual"
1,"Toyota",0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,65,60396,2,"Suburban",36,"Female",1,3.92847766265328,46153.0900824,"Male",15,"Toyota RAV4",95000,4,4,1.9,21449.9746681211,-117.229578005732,33.272175835094,"California",3519,"Toyota RAV4","gasoline","automatic"
0,"Toyota",0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,44,131761,3,"Rural",28,"Male",1,2.79134039206073,37739.3762208521,"Female",-0.57999380148378,"Ford Fiesta",5000,3,1,5.3,25197.109052,-115.796814154648,33.3774231965135,"California",3520,"Ford Fiesta","gasoline","manual"
0,"Ford",0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,62,32908,1,"Suburban",30,"Male",1,3.78402186586631,51439.9274345487,"Male",14.4200061985162,"Alfa Romeo Giulia",135000,1,4,5.3,12815.9188300468,-124.045994519397,41.6072713802117,"California",3521,"Alfa Romeo Giulia","gasoline","automatic"
1,"Toyota",0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,22,120465,3,"Rural",9,"Female",1,3.08565211875329,31652.6452947408,"Female",24,"Volvo XC40",20000,1,4,4.7,21868.2094616197,-120.742105300516,38.3908191150719,"California",3522,"Volvo XC40","gasoline","automatic"
0,"Toyota",0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,46,56725,3,"Urban",41,"Male",1,3.45889834372693,21314.9486389011,"Female",8.42000619851622,"Maserati Levante",60000,1,4,1.3,19723.608702881,-117.844883945263,36.1488900827835,"California",3523,"Maserati Levante","gasoline","automatic"
1,"Tesla",1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,34,75653,1,"Urban",29,"Male",0,5.26224740381943,82822.9967035819,"Female",23,"Hyundai Elantra",135000,1,4,1.9,11181.975577283,-115.672183751108,33.0578102627721,"California",3524,"Hyundai Elantra","gasoline","manual"
0,"Tesla",1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,35,84410,4,"Urban",2,"Male",1,4.7389087550511,53234.7616367042,"Male",-1.57999380148378,"Alfa Romeo Stelvio",145000,5,5,4.8,29013.1626375482,-120.076251913621,36.1970618272301,"California",3525,"Alfa Romeo Stelvio","gasoline","automatic"
0,"Toyota",0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,23,50732,3,"Rural",36,"Male",0,3.41443563628694,44436.9580573402,"Female",-1.57999380148378,"Chevrolet Malibu",80000,5,2,5.7,30000,-118.464254692249,32.965660820683,"California",3526,"Chevrolet Malibu","gasoline","CVT"
1,"Toyota",0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,45,52144,4,"Urban",22,"Female",1,2.95827621667966,42394.2555562593,"Female",11,"Honda CR-V",60000,2,1,1.3,20632.2743021889,-122.4510370558,39.4103760370104,"California",3527,"Honda CR-V","gasoline","CVT"
0,"Ford",0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,55,136383,4,"Rural",2,"Female",0,4.19449254804454,40186.9330194313,"Female",22.4200061985162,"Volvo XC40",95000,2,1,3.9,18693.3724198219,-120.32005393894,36.1477494047936,"California",3528,"Volvo XC40","gasoline","automatic"
0,"Ford",0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,37,120691,1,"Suburban",2,"Male",0,3.47275150362097,50039.9452634156,"Female",17.4200061985162,"Smart Fortwo",40000,2,3,3.5,18147.3311029997,-115.934212548933,32.8118212686895,"California",3529,"Smart Fortwo","electric","automatic"
1,"Toyota",0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,52,40480,5,"Rural",27,"Female",1,3.2959453977188,35800.6811791798,"Male",29,"GMC Canyon",65000,2,5,2.6,23082.1463952199,-118.028718177615,34.7352618253192,"California",3530,"GMC Canyon","gasoline","automatic"
1,"Toyota",0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,54,149709,4,"Rural",9,"Male",1,3.14022818154088,48439.5548419561,"Male",30,"Kia Soul EV",105000,1,1,2.8,17518.3952370066,-119.010386718879,35.3652173249852,"California",3531,"Kia Soul EV","electric","automatic"
0,"Ford",0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,19,80399,3,"Rural",49,"Male",1,4.42776057315,41542.8544918541,"Female",2.42000619851622,"Suzuki Equator",35000,2,3,1.5,26211.7956315198,-117.972874884935,36.6022051808136,"California",3532,"Suzuki Equator","gasoline","manual"
1,"Tesla",1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,42,64835,5,"Rural",48,"Male",1,4.19502548005517,78009.8921550321,"Female",3,"Ram 1500",95000,2,5,6,16065.0178380679,-122.95213383648,39.4012098403769,"California",3533,"Ram 1500","gasoline","automatic"
1,"Ford",0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,38,105845,3,"Rural",32,"Male",0,3.73165697705727,35038.5711544659,"Male",26,"Ford Ranger",95000,5,1,4.6,29269.0315047429,-122.731757022348,39.1479023129615,"California",3534,"Ford Ranger","gasoline","automatic"
1,"Toyota",0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,21,32231,2,"Urban",50,"Male",0,3.09092936529651,44794.355946593,"Female",26,"Mini Cooper",55000,3,5,3.6,30000,-117.420284266773,35.6770194110391,"California",3535,"Mini Cooper","gasoline","manual"
0,"Toyota",0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,40,123323,4,"Urban",34,"Male",1,3.29922215119795,45723.7460720353,"Male",16.4200061985162,"Subaru Forester",145000,5,4,3.4,30000,-124.432667040729,40.5077870759833,"California",3536,"Subaru Forester","electric","CVT"
1,"Toyota",0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,59,63450,1,"Suburban",14,"Male",1,4.20652863193638,32428.2855621539,"Female",11,"Tesla Model 3",145000,2,3,2.3,23461.0350722376,-116.021736119299,33.0045184402062,"California",3537,"Tesla Model 3","electric","automatic"
1,"Toyota",0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,20,68605,1,"Suburban",20,"Female",1,3.48215043445347,46471.6359485989,"Male",17,"Maserati Levante",35000,1,1,2.9,14392.7116567264,-121.485715482142,41.3150112911903,"California",3538,"Maserati Levante","gasoline","automatic"
0,"Tesla",1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,63,75082,3,"Rural",37,"Male",0,4.78639169288111,58824.9518047087,"Female",20.4200061985162,"Mini Cooper",50000,2,4,4.9,20709.0949163899,-120.897957781587,37.7174321564663,"California",3539,"Mini Cooper","gasoline","manual"
0,"Tesla",1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,28,78770,1,"Suburban",30,"Female",1,4.15227512088247,65893.6368045397,"Male",23.4200061985162,"Honda Ridgeline",70000,1,2,4.9,25046.7349340043,-117.039249497251,32.66151951948,"California",3540,"Honda Ridgeline","gasoline","automatic"
0,"Ford",0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,26,125631,4,"Suburban",14,"Female",0,4.05668748888538,50951.7342888284,"Male",26.4200061985162,"Nissan Titan",10000,5,1,5.6,30000,-118.035691042343,34.2984349714214,"California",3541,"Nissan Titan","gasoline","automatic"
0,"Toyota",0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,43,43537,4,"Urban",7,"Male",1,3.00180756030185,43741.4954509586,"Male",-1.57999380148378,"Ram 1500",140000,5,4,1.5,30000,-120.854576009527,38.1256179213764,"California",3542,"Ram 1500","gasoline","automatic"
1,"Toyota",1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,52,66940,2,"Urban",30,"Female",0,4.30052827718283,25780.3633010131,"Male",29,"Volkswagen e-Golf",30000,2,1,1.7,15107.9327194439,-122.103243436725,37.9762339191447,"California",3543,"Volkswagen e-Golf","electric","automatic"
1,"Toyota",0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,42,124084,2,"Rural",18,"Female",1,3.41415264356306,39720.9939941764,"Male",29,"Tesla Model X",90000,1,1,2.8,20639.4025843377,-119.279649071548,36.7507765299402,"California",3544,"Tesla Model X","electric","automatic"
0,"Tesla",1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,1,0,27,38196,1,"Rural",11,"Male",0,4.71797793649113,65989.135587588,"Male",4.42000619851622,"Audi Q3",95000,4,3,3.5,20413.6488510328,-117.736199030501,35.9359574072513,"California",3545,"Audi Q3","gasoline","automatic"
0,"Tesla",1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,36,126379,2,"Urban",2,"Male",0,5.5189728145565,59952.1572096273,"Male",22.4200061985162,"Acura RDX",1e+05,5,4,3.8,30000,-117.486047142378,37.1594382502324,"California",3546,"Acura RDX","gasoline","automatic"
0,"Toyota",0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,44,115184,1,"Rural",27,"Male",0,4.00934036312382,42068.9687249251,"Male",20.4200061985162,"GMC Savana",85000,3,3,4,17365.46314332,-123.532015726924,40.352171890056,"California",3547,"GMC Savana","gasoline","automatic"
0,"Tesla",1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,65,143185,2,"Rural",27,"Female",1,5.07624610776947,71863.9599136077,"Male",17.4200061985162,"Chevrolet Equinox",105000,5,3,4.5,21526.1895168277,-123.26137373934,41.8291799885407,"California",3548,"Chevrolet Equinox","gasoline","automatic"
0,"Ford",0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,59,32952,1,"Suburban",20,"Male",1,4.78302706190731,46403.9590058383,"Male",4.42000619851622,"Chevrolet Malibu",75000,5,4,3.9,30000,-117.486124109959,35.7177437966225,"California",3549,"Chevrolet Malibu","gasoline","CVT"
0,"Tesla",1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,42,119207,1,"Suburban",14,"Male",1,4.3480325453375,69092.43038157,"Female",23.4200061985162,"Honda Ridgeline",20000,2,2,5.5,23691.7997290701,-124.08774968163,40.0355518028896,"California",3550,"Honda Ridgeline","gasoline","automatic"
1,"Toyota",0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,38,82072,5,"Rural",10,"Male",1,2.32461879865063,37685.5345798074,"Male",7,"Toyota RAV4",115000,4,5,5.2,29298.9735004965,-121.586137488326,38.3304492632229,"California",3551,"Toyota RAV4","gasoline","automatic"
1,"Toyota",0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,59,41195,2,"Urban",8,"Male",1,2.6802138264675,47383.2436389755,"Female",17,"Audi e-Tron",90000,2,3,3.1,21252.0720029332,-120.618721284011,39.9236967563819,"California",3552,"Audi e-Tron","electric","automatic"
0,"Tesla",1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,50,101901,2,"Suburban",23,"Male",1,4.76810224798229,41594.3437698297,"Female",1.42000619851622,"Kia Soul EV",55000,1,3,5,21285.5499575408,-120.782612827344,36.7926089903524,"California",3553,"Kia Soul EV","electric","automatic"
1,"Toyota",0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,49,109765,4,"Suburban",49,"Female",0,4.41608695294845,31594.6377846412,"Female",16,"Kia Soul EV",85000,5,3,2.1,10803.6627704788,-117.788852536652,37.2065326467292,"California",3554,"Kia Soul EV","electric","automatic"
1,"Tesla",1,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,62,50729,4,"Suburban",31,"Male",1,4.42466356263009,72813.1414963631,"Female",7,"Alfa Romeo Giulia",125000,4,1,3.5,17910.3808513348,-121.341977081878,35.8823180133557,"California",3555,"Alfa Romeo Giulia","gasoline","automatic"
0,"Ford",0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,54,59848,2,"Urban",16,"Male",1,3.02183814180314,38968.4068330098,"Male",16.4200061985162,"Ford Fiesta",60000,3,4,3.1,22356.6695110481,-119.225576160964,35.3883871510253,"California",3556,"Ford Fiesta","gasoline","manual"
1,"Ford",0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,45,81756,3,"Suburban",44,"Male",1,4.03348395713241,46077.1064115805,"Male",17,"Honda Civic",60000,2,2,3.9,30000,-121.915452978638,41.707443976829,"California",3557,"Honda Civic","gasoline","CVT"
1,"Ford",0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,55,90153,4,"Suburban",9,"Female",1,4.61182278074895,31709.6252448857,"Female",24,"Jaguar XE",0,2,4,4.3,30000,-118.493424737959,34.1463146876393,"California",3558,"Jaguar XE","gasoline","automatic"
0,"Toyota",0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,60,40537,2,"Suburban",30,"Female",0,2.83977065175733,20630.0737382844,"Female",22.4200061985162,"Lucid Air",35000,1,4,1,16977.4921113734,-114.881503361608,34.9412992302765,"California",3559,"Lucid Air","electric","automatic"
0,"Tesla",1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,40,96352,4,"Rural",29,"Female",0,4.85086319367062,73024.7859470546,"Female",14.4200061985162,"BMW i3",75000,3,3,2.2,28016.1094899799,-117.559771522218,36.1397789075714,"California",3560,"BMW i3","electric","automatic"
